"rn","cond","pict1","pict2","chan.a","chan.b","cov"
"1434",16,"crop_183.fit","crop_185.fit","Green B","Blue",-2.10023368768328
"1435",16,"crop_184.fit","crop_185.fit","Red","Green R",-0.184110669446481
"1436",16,"crop_184.fit","crop_185.fit","Red","Green B",1.80819615637219
"1437",16,"crop_184.fit","crop_185.fit","Red","Blue",0.408565398185484
"1438",16,"crop_184.fit","crop_185.fit","Green R","Green B",1.52406992683895
"1439",16,"crop_184.fit","crop_185.fit","Green R","Blue",-0.666986937163978
"1440",16,"crop_184.fit","crop_185.fit","Green B","Blue",-1.71897003680963
"1441",17,"crop_1.fit","crop_2.fit","Red","Green R",133.971369440371
"1442",17,"crop_1.fit","crop_2.fit","Red","Green B",81.346728372434
"1443",17,"crop_1.fit","crop_2.fit","Red","Blue",-115.312584005376
"1444",17,"crop_1.fit","crop_2.fit","Green R","Green B",-253.945682887341
"1445",17,"crop_1.fit","crop_2.fit","Green R","Blue",-77.3942429588221
"1446",17,"crop_1.fit","crop_2.fit","Green B","Blue",-3.55734130620723
"1447",17,"crop_1.fit","crop_3.fit","Red","Green R",205.727254589748
"1448",17,"crop_1.fit","crop_3.fit","Red","Green B",-215.561115820503
"1449",17,"crop_1.fit","crop_3.fit","Red","Blue",-145.761993676686
"1450",17,"crop_1.fit","crop_3.fit","Green R","Green B",-5.74740442479228
"1451",17,"crop_1.fit","crop_3.fit","Green R","Blue",-225.59643626283
"1452",17,"crop_1.fit","crop_3.fit","Green B","Blue",-121.170725653715
"1453",17,"crop_1.fit","crop_4.fit","Red","Green R",-52.0062307169477
"1454",17,"crop_1.fit","crop_4.fit","Red","Green B",112.741161297959
"1455",17,"crop_1.fit","crop_4.fit","Red","Blue",-218.573817815249
"1456",17,"crop_1.fit","crop_4.fit","Green R","Green B",-121.713494413642
"1457",17,"crop_1.fit","crop_4.fit","Green R","Blue",6.45559170332356
"1458",17,"crop_1.fit","crop_4.fit","Green B","Blue",-301.915467680841
"1459",17,"crop_1.fit","crop_5.fit","Red","Green R",35.9925497731855
"1460",17,"crop_1.fit","crop_5.fit","Red","Green B",26.3940105121273
"1461",17,"crop_1.fit","crop_5.fit","Red","Blue",-280.789048180902
"1462",17,"crop_1.fit","crop_5.fit","Green R","Green B",-115.797831038459
"1463",17,"crop_1.fit","crop_5.fit","Green R","Blue",-24.4080227043622
"1464",17,"crop_1.fit","crop_5.fit","Green B","Blue",-287.82194201338
"1465",17,"crop_1.fit","crop_6.fit","Red","Green R",167.656590317235
"1466",17,"crop_1.fit","crop_6.fit","Red","Green B",76.5256106618096
"1467",17,"crop_1.fit","crop_6.fit","Red","Blue",-178.915516843078
"1468",17,"crop_1.fit","crop_6.fit","Green R","Green B",-17.6602598248106
"1469",17,"crop_1.fit","crop_6.fit","Green R","Blue",-59.6591983023277
"1470",17,"crop_1.fit","crop_6.fit","Green B","Blue",-153.66867563615
"1471",17,"crop_2.fit","crop_3.fit","Red","Green R",68.5709263120112
"1472",17,"crop_2.fit","crop_3.fit","Red","Green B",40.1999308864858
"1473",17,"crop_2.fit","crop_3.fit","Red","Blue",-19.6228521352639
"1474",17,"crop_2.fit","crop_3.fit","Green R","Green B",-198.064238338526
"1475",17,"crop_2.fit","crop_3.fit","Green R","Blue",-189.146748801014
"1476",17,"crop_2.fit","crop_3.fit","Green B","Blue",-100.238153332722
"1477",17,"crop_2.fit","crop_4.fit","Red","Green R",-53.5558339824658
"1478",17,"crop_2.fit","crop_4.fit","Red","Green B",-206.987203499206
"1479",17,"crop_2.fit","crop_4.fit","Red","Blue",-311.233956882331
"1480",17,"crop_2.fit","crop_4.fit","Green R","Green B",-176.916748285527
"1481",17,"crop_2.fit","crop_4.fit","Green R","Blue",-152.705558292094
"1482",17,"crop_2.fit","crop_4.fit","Green B","Blue",-135.681885958883
"1483",17,"crop_2.fit","crop_5.fit","Red","Green R",156.434518286443
"1484",17,"crop_2.fit","crop_5.fit","Red","Green B",41.2254976363942
"1485",17,"crop_2.fit","crop_5.fit","Red","Blue",-92.0106285893206
"1486",17,"crop_2.fit","crop_5.fit","Green R","Green B",-100.96826171875
"1487",17,"crop_2.fit","crop_5.fit","Green R","Blue",-153.676581210288
"1488",17,"crop_2.fit","crop_5.fit","Green B","Blue",106.817370402615
"1489",17,"crop_2.fit","crop_6.fit","Red","Green R",219.606944094422
"1490",17,"crop_2.fit","crop_6.fit","Red","Green B",-109.969179095644
"1491",17,"crop_2.fit","crop_6.fit","Red","Blue",29.8119153034885
"1492",17,"crop_2.fit","crop_6.fit","Green R","Green B",258.960953251008
"1493",17,"crop_2.fit","crop_6.fit","Green R","Blue",136.356466791147
"1494",17,"crop_2.fit","crop_6.fit","Green B","Blue",-123.892974764021
"1495",17,"crop_3.fit","crop_4.fit","Red","Green R",-56.2667705278592
"1496",17,"crop_3.fit","crop_4.fit","Red","Green B",-4.10611788245357
"1497",17,"crop_3.fit","crop_4.fit","Red","Blue",-68.8453231915934
"1498",17,"crop_3.fit","crop_4.fit","Green R","Green B",-12.1264777309384
"1499",17,"crop_3.fit","crop_4.fit","Green R","Blue",-32.868966886608
"1500",17,"crop_3.fit","crop_4.fit","Green B","Blue",-233.996607328324
"1501",17,"crop_3.fit","crop_5.fit","Red","Green R",-69.2163377092498
"1502",17,"crop_3.fit","crop_5.fit","Red","Green B",181.937784950055
"1503",17,"crop_3.fit","crop_5.fit","Red","Blue",61.8908836983749
"1504",17,"crop_3.fit","crop_5.fit","Green R","Green B",-100.692184254338
"1505",17,"crop_3.fit","crop_5.fit","Green R","Blue",-200.844210120357
"1506",17,"crop_3.fit","crop_5.fit","Green B","Blue",-26.8275092787757
"1507",17,"crop_3.fit","crop_6.fit","Red","Green R",77.7230056359971
"1508",17,"crop_3.fit","crop_6.fit","Red","Green B",-123.567471113606
"1509",17,"crop_3.fit","crop_6.fit","Red","Blue",104.412040166025
"1510",17,"crop_3.fit","crop_6.fit","Green R","Green B",-76.3423849126344
"1511",17,"crop_3.fit","crop_6.fit","Green R","Blue",-196.395403760386
"1512",17,"crop_3.fit","crop_6.fit","Green B","Blue",19.6993051418927
"1513",17,"crop_4.fit","crop_5.fit","Red","Green R",-95.5766176762586
"1514",17,"crop_4.fit","crop_5.fit","Red","Green B",72.1557135111193
"1515",17,"crop_4.fit","crop_5.fit","Red","Blue",-149.122578163184
"1516",17,"crop_4.fit","crop_5.fit","Green R","Green B",-71.1227891312317
"1517",17,"crop_4.fit","crop_5.fit","Green R","Blue",-295.809817555596
"1518",17,"crop_4.fit","crop_5.fit","Green B","Blue",-84.0968925647605
"1519",17,"crop_4.fit","crop_6.fit","Red","Green R",-208.959847339321
"1520",17,"crop_4.fit","crop_6.fit","Red","Green B",-21.9941272605083
"1521",17,"crop_4.fit","crop_6.fit","Red","Blue",-166.65378377398
